Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region,Year,Month,M/Y,Ingreso Anual
C_CND_013270,2023-05-02,Calvin,Male,1090000,Buddy Storbeck's Diesel Service Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39000,06457-3834,Sedan,6870901,Middletown,2023,5,202305,Muy Alto
C_CND_013304,2023-05-02,Thibaut,Female,505000,Buddy Storbeck's Diesel Service Inc,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Black,22001,06457-3834,Hatchback,7485014,Scottsdale,2023,5,202305,Medio-Alto
C_CND_013316,2023-05-03,Fanny,Male,912000,Buddy Storbeck's Diesel Service Inc,Nissan,Quest,Overhead Camshaft,Manual,Black,19001,06457-3834,SUV,6476264,Middletown,2023,5,202305,Alto
C_CND_013393,2023-05-05,Carmen,Male,4525000,Buddy Storbeck's Diesel Service Inc,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Red,16500,06457-3834,Hatchback,8700596,Middletown,2023,5,202305,Muy Alto
C_CND_013462,2023-05-07,Linda,Female,757000,Buddy Storbeck's Diesel Service Inc,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Red,15000,06457-3834,Hatchback,8884464,Middletown,2023,5,202305,Alto
C_CND_013494,2023-05-07,Emeline,Male,13500,Buddy Storbeck's Diesel Service Inc,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,06457-3834,Sedan,8731859,Scottsdale,2023,5,202305,Bajo
C_CND_013506,2023-05-08,Alexandre,Male,896000,Buddy Storbeck's Diesel Service Inc,Lincoln,Continental,Overhead Camshaft,Manual,Black,42001,06457-3834,Passenger,6723155,Middletown,2023,5,202305,Alto
C_CND_013565,2023-05-09,Ivan,Male,587000,Buddy Storbeck's Diesel Service Inc,Lincoln,Town car,DoubleÂ Overhead Camshaft,Auto,Black,26000,06457-3834,Hatchback,7410797,Middletown,2023,5,202305,Medio-Alto
C_CND_013575,2023-05-09,Erika,Male,1210000,Buddy Storbeck's Diesel Service Inc,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,23000,06457-3834,Hatchback,8921133,Middletown,2023,5,202305,Muy Alto
C_CND_013629,2023-05-12,Mina,Male,903000,Buddy Storbeck's Diesel Service Inc,Ford,Expedition,Overhead Camshaft,Manual,Black,10000,06457-3834,SUV,7910037,Middletown,2023,5,202305,Alto
C_CND_013741,2023-05-16,Leny,Male,13500,Buddy Storbeck's Diesel Service Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41000,06457-3834,Hardtop,6771778,Austin,2023,5,202305,Bajo
C_CND_013764,2023-05-17,Matthew,Male,2000000,Buddy Storbeck's Diesel Service Inc,Mercedes-B,SLK230,Overhead Camshaft,Manual,Red,71001,06457-3834,Hatchback,6571367,Middletown,2023,5,202305,Muy Alto
C_CND_013817,2023-05-19,Reese,Male,625000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20000,06457-3834,Sedan,8620663,Middletown,2023,5,202305,Medio-Alto
C_CND_013866,2023-05-20,Matheo,Female,530000,Buddy Storbeck's Diesel Service Inc,Volvo,V70,DoubleÂ Overhead Camshaft,Auto,Black,39001,06457-3834,Passenger,8253162,Scottsdale,2023,5,202305,Medio-Alto
C_CND_013906,2023-05-22,Emma,Male,1100000,Buddy Storbeck's Diesel Service Inc,Volvo,C70,Overhead Camshaft,Manual,Red,82001,06457-3834,Hatchback,7349510,Middletown,2023,5,202305,Muy Alto
C_CND_013911,2023-05-22,Gabriel,Male,720000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,06457-3834,Hardtop,6495152,Middletown,2023,5,202305,Medio-Alto
C_CND_013928,2023-05-22,Tyler,Male,1400000,Buddy Storbeck's Diesel Service Inc,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,33000,06457-3834,SUV,8104104,Middletown,2023,5,202305,Muy Alto
C_CND_013935,2023-05-22,Karen,Male,1700000,Buddy Storbeck's Diesel Service Inc,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60000,06457-3834,Passenger,8746786,Middletown,2023,5,202305,Muy Alto
C_CND_014015,2023-05-26,Sadie,Male,1384000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20400,06457-3834,Hardtop,7297538,Middletown,2023,5,202305,Muy Alto
C_CND_014023,2023-05-26,Caleb,Male,881000,Buddy Storbeck's Diesel Service Inc,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,06457-3834,Hardtop,6692210,Middletown,2023,5,202305,Alto
C_CND_014028,2023-05-26,Yanis,Male,3820000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,19001,06457-3834,Hatchback,8606807,Middletown,2023,5,202305,Muy Alto
C_CND_014031,2023-05-26,Skylar,Male,955000,Buddy Storbeck's Diesel Service Inc,Saturn,LW,Overhead Camshaft,Manual,Pale White,13000,06457-3834,Hatchback,8810056,Middletown,2023,5,202305,Alto
C_CND_014119,2023-05-27,Blake,Female,2410000,Buddy Storbeck's Diesel Service Inc,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27001,06457-3834,Hatchback,7241824,Middletown,2023,5,202305,Muy Alto
C_CND_014126,2023-05-27,Lindsay,Male,13500,Buddy Storbeck's Diesel Service Inc,BMW,328i,Overhead Camshaft,Manual,Black,69000,06457-3834,Sedan,6502865,Middletown,2023,5,202305,Bajo
C_CND_014227,2023-05-30,Rayane,Female,750000,Buddy Storbeck's Diesel Service Inc,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,06457-3834,SUV,8745990,Middletown,2023,5,202305,Medio-Alto
C_CND_014236,2023-05-30,Zissy,Female,1050000,Buddy Storbeck's Diesel Service Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,06457-3834,Sedan,7247084,Middletown,2023,5,202305,Muy Alto
C_CND_014268,2023-05-30,Ashley,Female,506000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,24000,06457-3834,Hardtop,6147691,Pasco,2023,5,202305,Medio-Alto
C_CND_014281,2023-05-30,Evan,Male,952000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Lumina,Overhead Camshaft,Manual,Red,12001,06457-3834,Passenger,8500121,Middletown,2023,5,202305,Alto
C_CND_014304,2023-05-30,Nathalia,Male,1297000,Buddy Storbeck's Diesel Service Inc,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,16701,06457-3834,Sedan,8896125,Middletown,2023,5,202305,Muy Alto
C_CND_014314,2023-05-30,Lena,Male,13500,Buddy Storbeck's Diesel Service Inc,BMW,323i,Overhead Camshaft,Manual,Red,21001,06457-3834,Hatchback,8568492,Pasco,2023,5,202305,Bajo
C_CND_014405,2023-06-04,Azaan,Male,13500,Buddy Storbeck's Diesel Service Inc,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,06457-3834,Passenger,8843931,Middletown,2023,6,202306,Bajo
C_CND_014457,2023-06-05,Yollen,Male,1815000,Buddy Storbeck's Diesel Service Inc,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22501,06457-3834,SUV,7415275,Middletown,2023,6,202306,Muy Alto
C_CND_014529,2023-06-06,Jonathan,Male,13500,Buddy Storbeck's Diesel Service Inc,Lincoln,Town car,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,06457-3834,Hatchback,8502588,Middletown,2023,6,202306,Bajo
C_CND_014542,2023-06-06,Shirley,Male,635000,Buddy Storbeck's Diesel Service Inc,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Black,31000,06457-3834,SUV,8335817,Middletown,2023,6,202306,Medio-Alto
C_CND_014583,2023-06-07,Felix,Male,13500,Buddy Storbeck's Diesel Service Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,13000,06457-3834,Hatchback,7849476,Middletown,2023,6,202306,Bajo
C_CND_014643,2023-06-11,Myriam,Male,13500,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,39001,06457-3834,SUV,7361825,Middletown,2023,6,202306,Bajo
C_CND_014723,2023-06-12,Kabir,Male,1575000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,22500,06457-3834,Hatchback,8360889,Middletown,2023,6,202306,Muy Alto
C_CND_014733,2023-06-12,Matthew,Male,13500,Buddy Storbeck's Diesel Service Inc,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,22000,06457-3834,Sedan,8496064,Middletown,2023,6,202306,Bajo
C_CND_014757,2023-06-12,Alexandra,Female,580000,Buddy Storbeck's Diesel Service Inc,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,18001,06457-3834,Hatchback,6682249,Middletown,2023,6,202306,Medio-Alto
C_CND_014783,2023-06-12,Haley,Male,475000,Buddy Storbeck's Diesel Service Inc,Audi,A6,Overhead Camshaft,Manual,Pale White,24000,06457-3834,SUV,6621722,Austin,2023,6,202306,Medio
C_CND_014871,2023-06-15,Etienne,Male,580000,Buddy Storbeck's Diesel Service Inc,Toyota,Camry,Overhead Camshaft,Manual,Black,29001,06457-3834,Hatchback,6884303,Middletown,2023,6,202306,Medio-Alto
C_CND_014886,2023-06-16,Batsheva,Male,780000,Buddy Storbeck's Diesel Service Inc,Mercury,Cougar,Overhead Camshaft,Manual,Pale White,28000,06457-3834,Hatchback,8815915,Middletown,2023,6,202306,Alto
C_CND_014889,2023-06-16,Julianna,Male,510000,Buddy Storbeck's Diesel Service Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,69000,06457-3834,Passenger,8651486,Austin,2023,6,202306,Medio-Alto
C_CND_014926,2023-06-17,Raymond,Male,1595000,Buddy Storbeck's Diesel Service Inc,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24500,06457-3834,SUV,8958563,Middletown,2023,6,202306,Muy Alto
C_CND_014927,2023-06-17,Sincere,Male,630000,Buddy Storbeck's Diesel Service Inc,Dodge,Stratus,Overhead Camshaft,Manual,Pale White,37000,06457-3834,Hatchback,7826919,Middletown,2023,6,202306,Medio-Alto
C_CND_015059,2023-06-20,Allen,Female,13500,Buddy Storbeck's Diesel Service Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,16000,06457-3834,Passenger,8555850,Middletown,2023,6,202306,Bajo
C_CND_015074,2023-06-20,Daisy,Male,13500,Buddy Storbeck's Diesel Service Inc,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,06457-3834,SUV,6977827,Middletown,2023,6,202306,Bajo
C_CND_015091,2023-06-20,Liliana,Female,434000,Buddy Storbeck's Diesel Service Inc,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,16000,06457-3834,SUV,6132895,Austin,2023,6,202306,Medio
C_CND_015137,2023-06-23,Aaron,Male,360000,Buddy Storbeck's Diesel Service Inc,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,06457-3834,Hatchback,6215704,Middletown,2023,6,202306,Medio
C_CND_015228,2023-06-25,Timothy,Male,900000,Buddy Storbeck's Diesel Service Inc,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27000,06457-3834,Hardtop,8075694,Middletown,2023,6,202306,Alto
C_CND_015235,2023-06-26,Zoe,Male,720000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,10001,06457-3834,Passenger,6525705,Middletown,2023,6,202306,Medio-Alto
C_CND_015271,2023-06-26,Chris,Male,715000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18001,06457-3834,Hatchback,6217463,Middletown,2023,6,202306,Medio-Alto
C_CND_015285,2023-06-26,Fiona,Male,671000,Buddy Storbeck's Diesel Service Inc,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,16001,06457-3834,Sedan,8700132,Middletown,2023,6,202306,Medio-Alto
C_CND_015341,2023-06-28,Duvid,Male,681000,Buddy Storbeck's Diesel Service Inc,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,06457-3834,Sedan,8698880,Middletown,2023,6,202306,Medio-Alto
C_CND_015407,2023-07-01,Shoshana,Male,800000,Buddy Storbeck's Diesel Service Inc,Subaru,Forester,Overhead Camshaft,Manual,Pale White,26001,06457-3834,Hardtop,7298973,Middletown,2023,7,202307,Alto
C_CND_015411,2023-07-01,Melissa,Male,813000,Buddy Storbeck's Diesel Service Inc,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,06457-3834,Sedan,7432769,Middletown,2023,7,202307,Alto
C_CND_015463,2023-07-03,Izabella,Male,700000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,22001,06457-3834,Hatchback,6899177,Middletown,2023,7,202307,Medio-Alto
C_CND_015502,2023-07-04,Calvin,Male,2200000,Buddy Storbeck's Diesel Service Inc,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,06457-3834,Hardtop,6862027,Middletown,2023,7,202307,Muy Alto
C_CND_015504,2023-07-04,Madelyn,Male,1042500,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,12250,06457-3834,Hatchback,8334560,Middletown,2023,7,202307,Muy Alto
C_CND_015529,2023-07-07,Greyson,Male,13500,Buddy Storbeck's Diesel Service Inc,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Pale White,13000,06457-3834,Hatchback,6295924,Middletown,2023,7,202307,Bajo
C_CND_015590,2023-07-08,Zoe,Male,3650000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,06457-3834,Sedan,8875173,Middletown,2023,7,202307,Muy Alto
C_CND_015615,2023-07-08,Sara,Male,1855000,Buddy Storbeck's Diesel Service Inc,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26500,06457-3834,Sedan,7132185,Middletown,2023,7,202307,Muy Alto
C_CND_015638,2023-07-08,Lilah,Male,535000,Buddy Storbeck's Diesel Service Inc,Porsche,Carrera Cabrio,Overhead Camshaft,Manual,Black,22000,06457-3834,Passenger,7754828,Middletown,2023,7,202307,Medio-Alto
C_CND_015690,2023-07-10,Nora,Female,930000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,06457-3834,Hatchback,8589184,Scottsdale,2023,7,202307,Alto
C_CND_015854,2023-07-16,Jack,Male,500000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,06457-3834,Hardtop,6772586,Middletown,2023,7,202307,Medio
C_CND_015891,2023-07-17,Marcus,Male,1300000,Buddy Storbeck's Diesel Service Inc,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,06457-3834,SUV,8347255,Middletown,2023,7,202307,Muy Alto
C_CND_015926,2023-07-17,Dov,Male,1601000,Buddy Storbeck's Diesel Service Inc,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,12100,06457-3834,Hardtop,8694935,Middletown,2023,7,202307,Muy Alto
C_CND_015976,2023-07-18,Arianna,Female,13500,Buddy Storbeck's Diesel Service Inc,Honda,Civic,Overhead Camshaft,Manual,Black,43000,06457-3834,Hatchback,6100179,Middletown,2023,7,202307,Bajo
C_CND_016032,2023-07-19,Sabrina,Male,13500,Buddy Storbeck's Diesel Service Inc,Honda,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,06457-3834,Hatchback,7641757,Middletown,2023,7,202307,Bajo
C_CND_016052,2023-07-21,Jonah,Male,1380000,Buddy Storbeck's Diesel Service Inc,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,06457-3834,Hardtop,6161316,Middletown,2023,7,202307,Muy Alto
C_CND_016093,2023-07-21,Ian,Male,1355000,Buddy Storbeck's Diesel Service Inc,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46500,06457-3834,Sedan,7999087,Janesville,2023,7,202307,Muy Alto
C_CND_016112,2023-07-22,Nicholas,Male,1111000,Buddy Storbeck's Diesel Service Inc,Dodge,Dakota,DoubleÂ Overhead Camshaft,Auto,Pale White,21100,06457-3834,Sedan,8647100,Middletown,2023,7,202307,Muy Alto
C_CND_016162,2023-07-23,Noemie,Female,786000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Pale White,26001,06457-3834,Hatchback,6727451,Middletown,2023,7,202307,Alto
C_CND_016178,2023-07-23,Carly,Male,13500,Buddy Storbeck's Diesel Service Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,37000,06457-3834,Passenger,8402931,Middletown,2023,7,202307,Bajo
C_CND_016212,2023-07-24,Tzipora,Male,1260000,Buddy Storbeck's Diesel Service Inc,Audi,A8,Overhead Camshaft,Manual,Pale White,13001,06457-3834,Passenger,6522260,Middletown,2023,7,202307,Muy Alto
C_CND_016253,2023-07-25,Ryder,Male,700000,Buddy Storbeck's Diesel Service Inc,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,18000,06457-3834,Sedan,8971128,Middletown,2023,7,202307,Medio-Alto
C_CND_016295,2023-07-25,Nathan,Male,315000,Buddy Storbeck's Diesel Service Inc,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Pale White,15000,06457-3834,SUV,6760871,Janesville,2023,7,202307,Medio
C_CND_016372,2023-07-30,Gabin,Female,1210000,Buddy Storbeck's Diesel Service Inc,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,12001,06457-3834,SUV,6802044,Middletown,2023,7,202307,Muy Alto
C_CND_016409,2023-07-31,Alvin,Male,1345000,Buddy Storbeck's Diesel Service Inc,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,29500,06457-3834,Sedan,8737621,Middletown,2023,7,202307,Muy Alto
C_CND_016475,2023-08-04,Usher,Male,875000,Buddy Storbeck's Diesel Service Inc,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,23000,06457-3834,Hatchback,7521028,Middletown,2023,8,202308,Alto
C_CND_016550,2023-08-08,Gemma,Male,1070000,Buddy Storbeck's Diesel Service Inc,Dodge,Stratus,Overhead Camshaft,Manual,Pale White,25000,06457-3834,Hatchback,7092716,Middletown,2023,8,202308,Muy Alto
C_CND_016576,2023-08-09,Mathiew,Male,540000,Buddy Storbeck's Diesel Service Inc,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,39001,06457-3834,Sedan,7710160,Middletown,2023,8,202308,Medio-Alto
C_CND_016615,2023-08-11,Benjamin,Male,310000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,06457-3834,SUV,7723340,Pasco,2023,8,202308,Medio
C_CND_016668,2023-08-13,Tatiana-Eva,Male,1001000,Buddy Storbeck's Diesel Service Inc,Honda,Civic,Overhead Camshaft,Manual,Black,43100,06457-3834,Hatchback,6589267,Middletown,2023,8,202308,Muy Alto
C_CND_016712,2023-08-14,Anisa,Male,473000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20000,06457-3834,SUV,7401224,Middletown,2023,8,202308,Medio
C_CND_016738,2023-08-15,Lynda,Female,5000000,Buddy Storbeck's Diesel Service Inc,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Red,31001,06457-3834,Sedan,8763305,Middletown,2023,8,202308,Muy Alto
C_CND_016791,2023-08-16,Kingsley,Male,1385000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Mirage,DoubleÂ Overhead Camshaft,Auto,Black,9500,06457-3834,SUV,7126583,Middletown,2023,8,202308,Muy Alto
C_CND_016800,2023-08-17,Nelson,Male,380000,Buddy Storbeck's Diesel Service Inc,Chrysler,LHS,Overhead Camshaft,Manual,Pale White,41000,06457-3834,Hatchback,8593764,Greenville,2023,8,202308,Medio
C_CND_016867,2023-08-21,Eloise,Male,13500,Buddy Storbeck's Diesel Service Inc,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14000,06457-3834,SUV,7180529,Middletown,2023,8,202308,Bajo
C_CND_016952,2023-08-23,Theo,Male,1720000,Buddy Storbeck's Diesel Service Inc,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Black,28001,06457-3834,Hatchback,6491396,Middletown,2023,8,202308,Muy Alto
C_CND_017004,2023-08-23,Sean,Female,930000,Buddy Storbeck's Diesel Service Inc,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Red,57000,06457-3834,SUV,6237392,Middletown,2023,8,202308,Alto
C_CND_017021,2023-08-23,Steve,Male,875000,Buddy Storbeck's Diesel Service Inc,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,06457-3834,Sedan,6685194,Aurora,2023,8,202308,Alto
C_CND_017036,2023-08-26,Itzel,Female,13500,Buddy Storbeck's Diesel Service Inc,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Red,19000,06457-3834,SUV,7775050,Middletown,2023,8,202308,Bajo
C_CND_017090,2023-08-26,Menucha,Female,770000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,06457-3834,Passenger,6910326,Middletown,2023,8,202308,Alto
C_CND_017148,2023-08-27,Lia,Female,1230000,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Red,19000,06457-3834,Hatchback,8696309,Middletown,2023,8,202308,Muy Alto
C_CND_017191,2023-08-27,Anderson,Female,13500,Buddy Storbeck's Diesel Service Inc,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17001,06457-3834,Passenger,6585143,Aurora,2023,8,202308,Bajo
C_CND_017316,2023-09-01,Soules,Male,1920000,Buddy Storbeck's Diesel Service Inc,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,20001,06457-3834,Hatchback,7010530,Middletown,2023,9,202309,Muy Alto
C_CND_017337,2023-09-01,Maryam,Male,13500,Buddy Storbeck's Diesel Service Inc,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,10001,06457-3834,Passenger,8966496,Middletown,2023,9,202309,Bajo
C_CND_017352,2023-09-01,Piper,Female,570000,Buddy Storbeck's Diesel Service Inc,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,06457-3834,Hatchback,8665212,Middletown,2023,9,202309,Medio-Alto
C_CND_017401,2023-09-01,Landon,Male,1440000,Buddy Storbeck's Diesel Service Inc,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38001,06457-3834,Sedan,8724704,Austin,2023,9,202309,Muy Alto
C_CND_017461,2023-09-02,Phoebe,Male,13500,Buddy Storbeck's Diesel Service Inc,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,06457-3834,SUV,8487228,Middletown,2023,9,202309,Bajo
C_CND_017482,2023-09-02,Shifra,Male,13500,Buddy Storbeck's Diesel Service Inc,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,06457-3834,Passenger,6904216,Middletown,2023,9,202309,Bajo
C_CND_017509,2023-09-02,Jessica,Male,660000,Buddy Storbeck's Diesel Service Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,06457-3834,SUV,7370976,Middletown,2023,9,202309,Medio-Alto
C_CND_017534,2023-09-02,Quinn,Male,910000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,06457-3834,Passenger,6326248,Janesville,2023,9,202309,Alto
C_CND_017580,2023-09-03,James,Male,830000,Buddy Storbeck's Diesel Service Inc,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,16000,06457-3834,Hatchback,7173388,Middletown,2023,9,202309,Alto
C_CND_017595,2023-09-03,Youssef,Male,716000,Buddy Storbeck's Diesel Service Inc,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,41000,06457-3834,SUV,8940633,Austin,2023,9,202309,Medio-Alto
C_CND_017622,2023-09-04,Ali,Male,565000,Buddy Storbeck's Diesel Service Inc,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,06457-3834,SUV,7637351,Middletown,2023,9,202309,Medio-Alto
C_CND_017666,2023-09-04,Lilah,Male,13500,Buddy Storbeck's Diesel Service Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22000,06457-3834,SUV,7523473,Middletown,2023,9,202309,Bajo
C_CND_017700,2023-09-05,Edouard,Male,550000,Buddy Storbeck's Diesel Service Inc,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,06457-3834,Hatchback,8055197,Middletown,2023,9,202309,Medio-Alto
C_CND_017772,2023-09-05,Yasmina,Male,317500,Buddy Storbeck's Diesel Service Inc,Mercedes-B,SLK,Overhead Camshaft,Manual,Black,26500,06457-3834,Passenger,6467064,Middletown,2023,9,202309,Medio
C_CND_017817,2023-09-05,Lamar,Male,1400000,Buddy Storbeck's Diesel Service Inc,Ford,Expedition,Overhead Camshaft,Manual,Black,18000,06457-3834,SUV,6335286,Middletown,2023,9,202309,Muy Alto
C_CND_017855,2023-09-05,Grace,Male,13500,Buddy Storbeck's Diesel Service Inc,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17000,06457-3834,Hatchback,6048129,Janesville,2023,9,202309,Bajo
C_CND_017860,2023-09-05,Caroline,Male,680000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,06457-3834,SUV,7191346,Middletown,2023,9,202309,Medio-Alto
C_CND_017890,2023-09-06,Loris,Male,13500,Buddy Storbeck's Diesel Service Inc,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27001,06457-3834,SUV,8545725,Middletown,2023,9,202309,Bajo
C_CND_017899,2023-09-06,Yocheved,Male,13500,Buddy Storbeck's Diesel Service Inc,Ford,Escort,Overhead Camshaft,Manual,Black,11000,06457-3834,Passenger,6219553,Middletown,2023,9,202309,Bajo
C_CND_017902,2023-09-06,Arvin,Male,1405000,Buddy Storbeck's Diesel Service Inc,Acura,RL,Overhead Camshaft,Manual,Red,17500,06457-3834,SUV,8766107,Middletown,2023,9,202309,Muy Alto
C_CND_017917,2023-09-06,Patrick,Male,528500,Buddy Storbeck's Diesel Service Inc,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Pale White,42500,06457-3834,SUV,8375450,Middletown,2023,9,202309,Medio-Alto
C_CND_018026,2023-09-08,Aliyah,Female,1453000,Buddy Storbeck's Diesel Service Inc,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26300,06457-3834,Hatchback,7982362,Middletown,2023,9,202309,Muy Alto
C_CND_018056,2023-09-10,Lucie,Male,786000,Buddy Storbeck's Diesel Service Inc,Subaru,Outback,Overhead Camshaft,Manual,Red,49001,06457-3834,SUV,8200058,Middletown,2023,9,202309,Alto
